sample_id,source_type,language,static_num_issues,static_high,static_medium,static_low,llm_security_score,llm_vulnerable,llm_num_issues,static_issues_json,llm_issues_json
generated_python_programs_1,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_2,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_3,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_4,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_5,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_6,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_7,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_8,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_9,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_10,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_11,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_12,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_13,llm_plain,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program accepts a filename from user input without sanitization. While this is typical for CLI tools, it could be abused if the program is run in an environment where malicious filenames could cause issues (e.g., path traversal).""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles FileNotFoundError and IOError gracefully, but does not handle other potential exceptions such as UnicodeDecodeError if the file encoding is not UTF-8.""}]"
generated_python_programs_14,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_15,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_16,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_17,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_18,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_19,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_20,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_21,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_22,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_23,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_24,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_25,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_26,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_27,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_28,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_29,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_30,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_31,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_32,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_33,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_34,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_35,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_36,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_37,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_38,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_39,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_40,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_41,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_42,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_43,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_44,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
